,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
150,This is absolutely delusional. Sounds like you think you are a victim eh? Poor white males and their suffering at the hands of those aggressive women,0.581818182,1,"whites,men","race,gender",prejudice against white men,1,0,1,0,0
151,Shooting black kids with toy guns in a playground is what the American police does right?  We could make this inane comparisons forever. What I do know is that you have never been to Saudi Arabia or Dubai. Your endless knowledge about those places comes from a very small base.,0.7,1,blacks,race,prejudice against blacks,1,0,0,0,0
152,Dont forget affirmative action.... aka black privilege.,0.7,1,blacks,race,prejudice against blacks,1,0,0,0,0
153,There are also a lot more whites killing whites than cops killing whites.,0.55,1,whites,race,prejudice against whites,1,0,0,0,0
154,Mr. Stephan may I suggest you call 1800OHBOOHOOHOLLARYLOST. They have grief counselors on standby. Say is she in prison yet? Tell us why did you and your friends work so hard to get this criminal elected? Intelligent discussion? With a DemoRat? Fine tell me how is America greater if we allow you and your ilk to bring in a million Muslims who all want us dead?,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
155,Islam is homophobic sexist xenophobic and misogynist yet feminists ardently defend Islam. Strange world we live in run by SJW weirdos.,0.65,1,muslims,religion,prejudice against muslims,0,1,0,0,0
156,Im a Republican. I voted against Clinton. Im Caucasian. Im prejudiced against blacks. Before you blow a fuse ask me about it. Also dont confuse me with white supremacists. I admire this strong black man: Milwaukee County Sheriff David Clarke. I hope he runs for POTUS in 2020. Hed get my vote.,0.5,1,"whites,blacks",race,prejudice against blacks and whites,1,0,0,0,0
157,Why was this comment rejected by the civil comment gestapo? The democrats will not be happy until all of us are disarmed and cowering helplessly facedown on the floor of a gay bar toilet.,0.6,1,gays,lgbtq,prejudice against gays,0,0,0,1,0
158,An excellent way to undermine families is to sustain a drug war and incarcerate a large percentage of black males over several decades.,0.8,1,blacks,race,prejudice against blacks,1,0,0,0,0
159,Right. Lets give more money to the Catholic school system. Maybe the pedophile priests and bishops will use condoms from now on when they sexually molest innocent little boys. The pedophiles all belong in jail.,0.5,1,christians,religion,prejudice against christians,0,1,0,0,0
160,Another White Guy telling Africans and black people...grow slower you hurt the Arabs... Typical American style stabbing  Thanks to china we DO NOT Listen to this type of cheap shots anymore.  I am glad you made some Arab Money tho.,0.5625,1,whites,race,prejudice against whites,1,0,0,0,0
161,That would mean we would be executing Muslims by chopping their heads off or burning them alive in iron cages.,0.684210526,1,muslims,religion,prejudice against muslims,0,1,0,0,0
162,According to those same statistics just under 16 of homicides of whites were committed by blacks.  So white people are at far greater risk of being killed by other white people than by black people.,0.8,1,whites,race,prejudice against whites,1,0,0,0,0
163,Islamic radicals like mad dogs bite themselves along with everyone  everything else.,0.666666667,1,muslims,religion,prejudice against muslims,0,1,0,0,0
164,Trump loves the poorly educated.  White racists love Trump.,0.5125,1,whites,race,prejudice against whitess,1,0,0,0,0
165,Asian countries for Asians.  Black countries for Blacks.  but White countries for Everybody?  Thats GENOCIDE  Antiracist is a codeword for AntiWhite,0.590909091,0,,none,,0,0,0,0,0
166,Yet more antiMuslim hatred being spammed even in the wake of the Quebec City shootings.  Disgusting.  We see you BreitbartRebel trolls and again reject you ,0.272727273,0,,none,,0,0,0,0,0
167,So Gabby is the worst because she didnt put her hand over her heart?  This is the most ignorant statement Ive read today. You know what the worst was at the Olympics? The four American swimmers that lied about breaking down a door. One actually said the gunman put the gun to his head.  Except there was no gunman. This is an embarrassment to the US. Not Gabby. I think youre white privilege is showing.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
168,all the nonwhite populace.,0.5,0,,none,,0,0,0,0,0
169,Why didnt you post the full statistics that show blacks kill blacks more tahn any other race? Why just cherry pick the data you want and turn a blind eye to the rest?,0.545454545,1,blacks,race,prejudice against blacks,1,0,0,0,0
170,I never said keep him in jail without a trial. I was responding to the implication that radical islamic terrorists are somehow equivalent to the other groups he mentioned. The Tea Party? Really? You guys are pathetic and desperate.,0.2625,0,,none,,0,0,0,0,0
171,BLM has created a situation  where  gay white  men who show up  will be accused of being racists If  gay white men dont show up  they will be accused of being racists.,0.7,1,"gays,whites","lgbtq,race",prejudice against gays and whites,1,0,0,1,0
172,Rubbish. Never buy Chinese because its garbage.,0.858049625,1,chinese,race,prejudice against chinese,1,0,0,0,0
173,And dont forget the pandering to people who want to kill the jews and the blacks.    Lets not forget about that.,0.725,0,,none,,0,0,0,0,0
174,We can...but we wont... while Junior is selling out the country to Communist China and flooding hundreds of thousands of Muslims into the country How does conservationcarbon tax bsand quality of life fit into the current insane policies at the federal level,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
175,Hey robinson did you know that muslims like to throw gays off of rooftops to their death and in every mosque on every Friday they call for the killing of Jews and infidels?  But thats okay with these leftists,0.7,1,"muslims,liberals","religion,political",prejudice against muslims and jews,0,1,0,0,1
176,Lets have a discussion about black on black violence black drug trade black gangs  killing shooting black criminality hold ups carjackings break ins  vandalism and violent abuses of other races .  Black males in America have a 1300 greater risk of being shot by one of their own than by cops under any situation. Its not much different in Toronto   Lets talk about that too.,0.8,1,blacks,race,prejudice against blacks,1,0,0,0,0
177,but do the midaged men simply not matter? Close midaged white men dont matter.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
178,He may have attended Robert E. Lee High. He thinks its free speech only if one can get away with yelling Kill the Jews and Blacks. If you yell  Kill the Nazis and White Supremacists thats not protected by free speech.,0.684210526,1,"jews,blacks,whites","religion,race","prejudice against jews,blacks,whites",1,1,0,0,0
179,You are correct and orthodox.  If Holy Father Francis truly gets the Eastern Orthodox Churches and the St. Pius X Society to join in Communion with the RCC well have PLENTY of comrades.  PLENTY  All of the Eastern Orthodox priests who I know are VERY opposed to homosexual behavior. VERY  Additionally if we can get married heterosexual men into the priesthood this would also drive out the priests and seminarians who are active homosexuals.,0.7,1,men,gender,prejudice against men,0,0,1,0,0
180,Yea till some crazy Muslim blows you up or runs you over or slices you with a really BIG knife.,0.692307692,1,muslims,religion,prejudice against muslims,0,1,0,0,0
181,Christian extremist. When body slamming is just not enough.,0.8,1,christians,religion,prejudice against christians,0,1,0,0,0
182,I hope the all gays end up with HIVAIDs and super STD viruses.,0.928359976,1,gays,lgbtq,prejudice against gays,0,0,0,1,0
183,No Muslims love Jews Israel got it all wrong. Perhaps you should go their and inform them of that fact. Truly you are amusing.,0.5,1,"muslims,jews",religion,prejudice against muslims and jews,0,1,0,0,0
184,American woman get away.   Your husband signed up for the military. He died. That happens. You deserve nothing.,0.5,1,"americans,women","race,gender",prejudice against american woman,1,0,1,0,0
185,All I said was that you dont know for sure.  It has nothing to do with being cotentious.  I will say that it is truly amazing how many gays and minorities you know that are Trump supporters....but thats your story and I know youre sticking to it.,0.8,1,gays,lgbtq,prejudice towards gays,0,0,0,1,0
186,What about the slasher in Portland? What about the guy who shot up the Indians think they were Muslim?  Or even the kids who filmed the black guy drowning and did nothing.  You are just going to conveniently ignore those?,0.5,0,,none,,0,0,0,0,0
187,Wait.....so a leftist wants more funding for prisons?? Stop the presses everyone....criminal justice and incarceration is no longer a Racist and Oppressive Function of The White Power Structure,0.258064516,0,,none,,0,0,0,0,0
188,These Black activists should study their history and read up on the Underground Railroad. Maybe then theyd feel like they deserve to pay Canada a tribute not the other way around.,0.528571429,0,,none,,0,0,0,0,0
